stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,nitrite_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,latitude,longitude,source_file,dissolved_oxygen,nitrate,station_name,river_name,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
1316,07-09-2025,Jul,12:30:00,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Creek,Bassein ,Bassein ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,4.8,7.8,9157.0,11.0,0.88,,94,430.0,,21,5(BDL),82,2391.1,72.0,2.24,0.4,1020.0,190.0,830.0,480.2,2254,7783.0,6849.0,65,0.26,0.76,84.4,0.23,19° 18,72° 46,NWMP_July2025.csv,4.8,0.88,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.8 < 5); BOD (11.0 > 3),2,8.41,Low Risk,High
2696,07-09-2025,Jul,15:00:00,"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Dam,Pehlar,Pehlar ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,7,7.9,1265.0,2.6,0.59,,1.8(BDL),84.0,1.8(BDL),7.31,5(BDL),60,11.07,28.0,2.24,0.4,50.0,28.0,22.0,5.38,7.03,111.0,98.0,10(BDL),0.26,0.5(BDL),1(BDL),0.2(BDL),19° 26.601,72° 53.374,NWMP_July2025.csv,7.0,0.59,"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Dam,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2796,07-09-2025,Jul,16:05:00,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,5.8,7.6,9979.0,6.0,0.94,,47,430.0,,14.5,5(BDL),96,1711.53,56.0,3.36,0.4,1140.0,200.0,940.0,480.2,1668,8480.0,7464.0,56,0.21,0.81,68.12,0.22,19° 17.225,72° 54.337,NWMP_July2025.csv,5.8,0.94,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (6.0 > 3),1,2.55,Low Risk,High
2797,07-09-2025,Jul,11:45:00,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Creek,Bhayander ,Bhayander ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4.6,7.8,10170.0,10.0,0.93,,79,240.0,,27.1,5(BDL),104,3121.02,96.0,2.24,0.4,1180.0,200.0,980.0,508.8,3050,8950.0,7876.0,56,0.37,0.9,93.48,0.26,19° 19.042,72° 51.409,NWMP_July2025.csv,4.6,0.93,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.6 < 5); BOD (10.0 > 3),2,9.16,Low Risk,High
2805,07-09-2025,Jul,13:30:00,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Sea,Arnala ,Arnala ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,4.4,8.0,25800.0,10.0,1.38,,110,540.0,,32,5(BDL),148,10973.9,112.0,3.36,0.4,3360.0,520.0,2840.0,1482.5,6266,24720.0,21753.0,72,0.3,1.5,302,0.51,19° 26.951,72° 44.950,NWMP_July2025.csv,4.4,1.38,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (10.0 > 3),2,10.76,Low Risk,High
2806,07-09-2025,Jul,11:00:00,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Sea,Uttan ,Uttan ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4.1,8.0,25560.0,10.0,1.46,,79,430.0,,59.3,5(BDL),178,10369.83,124.0,2.24,0.4,3240.0,560.0,2680.0,1483,6285,24170.0,21270.0,90,0.39,1.46,353.1,0.48,19° 16.822,72° 47.007,NWMP_July2025.csv,4.1,1.46,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.1 < 5); BOD (10.0 > 3),2,13.16,Low Risk,High
2798,07-03-2025,Jul,11:10:00,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Creek,Kharekuran Murbe ,Kharekuran Murbe ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.4,7.9,35160.0,14.0,1.55,,46,350.0,,27.8,5(BDL),98,12596.09,220.0,3.36,0.4,4480.0,720.0,3760.0,1427.5,8701,32286.0,28576.0,28,0.32,1.03,310.9,0.58,19° 44.446,72° 42.604,NWMP_July2025.csv,4.4,1.55,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (14.0 > 3),2,14.16,Low Risk,High
2799,07-03-2025,Jul,10:05:00,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Creek,Dandi ,Dandi ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.2,8.0,35110.0,16.0,1.71,,47,540.0,,28,5(BDL),104,17394.61,208.0,3.36,0.4,4520.0,800.0,3720.0,1729,9920,34484.0,30345.0,24,0.37,1.05,308.7,0.59,19° 48.041,72° 41.255,NWMP_July2025.csv,4.2,1.71,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.2 < 5); BOD (16.0 > 3),2,17.46,Low Risk,High
2800,07-03-2025,Jul,11:30:00,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Creek,Sarwali ,Sarwali ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Green,,0.0,26.0,4.3,7.9,12980.0,14.0,1.59,,63,540.0,,4.81,5(BDL),152,4102.63,168.0,3.36,0.4,1460.0,360.0,1100.0,605,2468,11910.0,10492.0,10(BDL),0.37,0.6,41.7,0.4,19° 46.201,72° 45.091,NWMP_July2025.csv,4.3,1.59,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.3 < 5); BOD (14.0 > 3),2,14.96,Low Risk,High
2807,07-03-2025,Jul,10:20:00,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Sea,Navapur ,Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4,7.8,33950.0,16.0,2.03,,70,540.0,,27.3,5(BDL),112,13695.75,224.0,4.48,0.4,4240.0,800.0,3440.0,1623.5,8985,31896.0,29168.0,30,0.3,1.05,185.2,0.64,19° 47.568,72° 41.437,NWMP_July2025.csv,4.0,2.03,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.0 < 5); BOD (16.0 > 3),2,19.06,Low Risk,High
2785,07-03-2025,Jul,10:40:00,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",Nala,BPT Navapur ,BPT Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Blackish,,0.0,26.0,0.3(BDL),7.3,5945.0,80.0,6.95,,39,280.0,,8.33,5(BDL),314,1208.14,236.0,33.6,16.8,332.0,218.0,114.0,568.8,999,5574.0,4932.0,26,0.39,0.65,22.5,0.48,19° 47.215,72° 41.404,NWMP_July2025.csv,0.3,6.95,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (80.0 > 3),2,77.6,Severe Risk,High
2786,07-03-2025,Jul,11:45:00,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,1.2,6.7,1040.0,34.0,7.16,,32,280.0,,12.2,5(BDL),60,221.49,64.0,12.32,0.4,362.0,262.0,100.0,102.44,86.43,958.0,854.0,18,0.32,0.5(BDL),2.8,0.54,19° 47.138,72° 44.412,NWMP_July2025.csv,1.2,7.16,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (1.2 < 5); BOD (34.0 > 3),2,56.78,High Risk,High
2787,07-03-2025,Jul,11:55:00,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Pale Yellow,,0.0,26.0,0.3(BDL),7.3,1514.0,56.0,7.3,,26,210.0,,33,5(BDL),220,193.3,108.0,35.28,17.88,396.0,266.0,130.0,287,131.62,1405.0,1249.0,28,0.32,0.5(BDL),5.6,0.31,19° 48.336,72° 43.464,NWMP_July2025.csv,0.3,7.3,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (56.0 > 3),2,77.6,Severe Risk,High
2788,07-03-2025,Jul,12:10:00,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Green,,0.0,26.0,0.3(BDL),7.9,1910.0,55.0,0.93,,33,280.0,,8.76,5(BDL),212,387.61,148.0,22.4,16.72,392.0,288.0,104.0,254.7,350,1782.0,1585.0,20,0.4,0.64,8.4,0.63,19° 46.933,72° 43.309,NWMP_July2025.csv,0.3,0.93,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (55.0 > 3),2,77.6,Severe Risk,High
2706,07-03-2025,Jul,10:00:00,"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.2,7.8,130.0,2.4,0.3(BDL),,4,46.0,1.8(BDL),1(BDL),5(BDL),46,8.56,24.0,1.5(BDL),0.4,54.0,44.0,10.0,11.55,6.81,110.0,97.0,10(BDL),0.23,0.5(BDL),1(BDL),0.2(BDL),19° 55.064,72° 03.463,NWMP_July2025.csv,7.2,0.3(BDL),"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2707,07-03-2025,Jul,12:00:00,"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,7,7.7,130.0,2.6,0.67,,1.8(BDL),58.0,,5.47,5(BDL),48,14.09,32.0,1.5(BDL),0.4,76.0,36.0,40.0,5(BDL),5(BDL),111.0,97.0,14,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),19° 47.134,72° 50.362,NWMP_July2025.csv,7.0,0.67,"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2708,07-03-2025,Jul,12:45:00,"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,6.9,7.8,145.0,2.8,0.81,,6,38.0,1.8(BDL),7.35,5(BDL),50,14.6,40.0,2.24,0.4,84.0,36.0,48.0,5.8,8.56,123.0,108.0,16,0.23,0.5(BDL),1(BDL),0.2(BDL),19° 41.862,72° 51.060,NWMP_July2025.csv,6.9,0.81,"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2801,07-03-2025,Jul,13:30:00,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,Savta ,Savta ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.8,8.1,1738.0,5.0,0.57,,48,210.0,,19.9,5(BDL),106,458.08,20.0,1.5(BDL),0.4,234.0,110.0,124.0,37.65,356.3,1554.0,1367.0,24,0.2(BDL),0.5(BDL),17.85,0.2(BDL),19° 57.905,72° 46.792,NWMP_July2025.csv,4.8,0.57,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.8 < 5); BOD (5.0 > 3),2,3.3,Low Risk,High
2802,07-03-2025,Jul,11:00:00,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,Dahanu ,Dahanu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,5.4,8.1,1430.0,5.2,0.84,,110,280.0,,26.1,5(BDL),104,387.61,28.0,2.24,0.4,200.0,100.0,100.0,73.56,186.58,1306.0,1159.0,30,0.24,0.5(BDL),14.7,0.2(BDL),19° 58.312,72° 43.132,NWMP_July2025.csv,5.4,0.84,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (5.2 > 3),1,1.87,Low Risk,High
1092,07-03-2025,Jul,02:02:00,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,Kalu ,Kalu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,5.0,28.0,6.6,7.9,126.0,3.4,1.14,,40,430.0,20,21.3,5(BDL),48,8.05,8.0,2.24,0.4,60.0,34.0,26.0,6.11,5(BDL),115.0,102.0,20,0.38,0.5(BDL),1(BDL),0.2(BDL),19° 27,73° 10,NWMP_July2025.csv,6.6,1.14,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (3.4 > 3),1,0.34,Low Risk,High
2791,07-03-2025,Jul,03:11:00,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,5.0,27.0,6.4,7.6,189.0,4.8,1.53,,170,920.0,,4.47,5(BDL),64,13.59,12.0,2.24,0.4,74.0,58.0,16.0,13.57,8.69,160.0,142.0,16,0.21,0.5(BDL),2.88,0.2(BDL),19° 15.71,73° 07.043,NWMP_July2025.csv,6.4,1.53,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (4.8 > 3),1,1.53,Low Risk,High
1093,07-02-2025,Jul,12:10:00,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,28.0,7.1,7.6,157.0,2.4,0.71,,1.8(BDL),130.0,1.8(BDL),1.32,5(BDL),58,9.0,16.0,1.5(BDL),0.4,62.0,32.0,30.0,5(BDL),5.61,133.0,118.0,10(BDL),0.22,0.5(BDL),1(BDL),0.2(BDL),19° 15,73° 15,NWMP_July2025.csv,7.1,0.71,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2162,07-02-2025,Jul,13:25:00,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,30.0,7,7.6,153.0,2.6,0.58,,1.8(BDL),84.0,1.8(BDL),1.26,5(BDL),60,9.5,20.0,1.5(BDL),0.4,58.0,34.0,24.0,5.64,6.07,130.0,116.0,12,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),19°12.012,73°13.612,NWMP_July2025.csv,7.0,0.58,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
1094,07-02-2025,Jul,14:00:00,"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,Clear,Greater than 100cm,Others,Yes,Clear,Odor Free,0.0,28.0,7.1,7.8,153.0,2.6,0.62,,1.8(BDL),79.0,1.8(BDL),11.5,5(BDL),56,9.0,8.0,1.5(BDL),0.4,56.0,28.0,28.0,6.17,6.05,131.0,115.0,27,0.21,0.5(BDL),1(BDL),0.2(BDL),19°08.969,73°15.205 ,NWMP_July2025.csv,7.1,0.62,"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2653,07-04-2025,Jul,09:30:00,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,Raining,Less than 50cm,Others,No,Clear,Odor Free,0.0,20.0,6.8,7.8,165.0,3.2,1.04,,1.8(BDL),17.0,1.8(BDL),18.1,5(BDL),72,8.05,20.0,2.24,0.4,114.0,60.0,54.0,9.06,5.76,140.0,124.0,31,0.22,0.5(BDL),1(BDL),0.2(BDL),19° 26.874,73° 20.964,NWMP_July2025.csv,6.8,1.04,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (3.2 > 3),1,0.17,Low Risk,High
2654,07-04-2025,Jul,10:00:00,"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,Raining,Less than 50cm,Others,No,Clear,Odor Free,0.0,20.0,7,8.0,174.0,2.8,0.51,,1.8(BDL),11.0,1.8(BDL),11.5,5(BDL),84,8.05,28.0,1.5(BDL),0.4,86.0,52.0,34.0,6.03,5(BDL),148.0,130.0,12,0.25,0.5(BDL),1(BDL),0.2(BDL),19° 27.011,73° 21.270,NWMP_July2025.csv,7.0,0.51,"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2709,07-04-2025,Jul,12:30:00,"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",River,Tansa ,Tansa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,Raining,Less than 50cm,Others,No,Clear,Odor Free,0.0,20.0,7.2,7.9,181.0,2.4,0.98,,1.8(BDL),25.0,1.8(BDL),18.5,5(BDL),76,9.06,28.0,2.24,0.4,134.0,48.0,86.0,11.03,5.17,170.0,156.0,18,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),19° 29.111,73° 04.944,NWMP_July2025.csv,7.2,0.98,"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2712,07-04-2025,Jul,13:00:00,"Vaitarna river near road bridge, Village. Gandhare, Taluka. Wada, District. Thane.",River,Vaitarna ,Vaitarna ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,Raining,Less than 50cm,Others,No,Clear,Odor Free,0.0,20.0,7,8.0,165.0,2.6,1.02,,1.8(BDL),17.0,1.8(BDL),19.7,5(BDL),76,9.06,20.0,3.36,0.4,104.0,60.0,44.0,7.03,5(BDL),140.0,123.0,16,0.21,0.5(BDL),1(BDL),0.2(BDL),19° 37.957,73° 07.799,NWMP_July2025.csv,7.0,1.02,"Vaitarna river near road bridge, Village. Gandhare, Taluka. Wada, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
1461,07-07-2025,Jul,12:00:00,"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",River,Bhatsa ,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,30.0,6.8,7.8,120.0,3.2,1.47,,1.8(BDL),140.0,1.8(BDL),23.5,5(BDL),66,7.05,20.0,3.36,0.4,52.0,28.0,24.0,14.72,5.19,102.0,90.0,52,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),19°18.919',73°10.991 ',NWMP_July2025.csv,6.8,1.47,"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (3.2 > 3),1,0.17,Low Risk,High
2185,07-03-2025,Jul,10:30:00,Vashi Creek at Vashi Bridge,Creek,Vashi Creek,,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,1.0,29.0,5.6,7.7,4816.0,8.0,1.89,,140,540.0,,21.8,5(BDL),106,1459.83,40.0,2.24,0.4,260.0,72.0,188.0,204.1,800,4093.0,3601.0,45,0.21,0.5(BDL),46.49,0.2(BDL),19°03.832,72°58.682,NWMP_July2025.csv,5.6,1.89,Vashi Creek at Vashi Bridge,Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (8.0 > 3),1,4.26,Low Risk,High
2184,07-07-2025,Jul,01:45:00,Vashi Creek at Airoli Bridge,Creek,Vashi Creek,,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,5.4,7.6,1322.0,5.6,0.78,,46,540.0,,24.4,5(BDL),136,289.95,40.0,5.6,3.38,170.0,86.0,84.0,117.92,194.86,1124.0,990.0,48,0.31,0.5(BDL),20.03,0.2(BDL),19°08.997,72°59.031,NWMP_July2025.csv,5.4,0.78,Vashi Creek at Airoli Bridge,Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (5.6 > 3),1,2.21,Low Risk,High
