slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,electric_conductivity_s_cm,colour,odour,turbidity_ntu,temperature_c,total_solids_mg_l,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
2088,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-07-1978 08:00,383.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,383.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2089,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-08-1978 08:00,283.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,283.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2090,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,16-08-1978 08:00,192.0,Clear,odour free,,24.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.5,192.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2091,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-09-1978 08:00,219.0,Clear,odour free,,26.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.5,219.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2092,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-09-1978 08:00,296.0,Clear,odour free,,26.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,26.0,296.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2093,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-10-1978 08:00,383.0,Clear,odour free,,25.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.5,383.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2094,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,16-10-1978 08:00,740.0,Clear,odour free,,27.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.0,740.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2095,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-11-1978 08:00,572.0,Clear,odour free,,27.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,27.5,572.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2096,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-11-1978 08:00,383.0,Clear,odour free,,28.5,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,28.5,383.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2097,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-12-1978 08:00,614.0,Clear,odour free,,25.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,25.0,614.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2098,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-12-1978 08:00,632.0,Clear,odour free,,24.0,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,24.0,632.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2099,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-01-1979 08:00,729.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,729.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2100,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,16-01-1979 08:00,708.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,708.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2101,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-02-1979 08:00,662.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,662.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2102,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-02-1979 08:00,592.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,592.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2103,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-03-1979 08:00,629.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2104,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-03-1979 08:00,559.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2105,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,02-04-1979 08:00,503.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,503.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2106,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,16-04-1979 08:00,503.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,503.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2107,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-05-1979 08:00,559.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2108,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-05-1979 08:00,762.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,762.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2109,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-06-1979 08:00,729.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,729.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2110,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-06-1979 08:00,679.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,679.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2111,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,02-07-1979 08:00,830.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,830.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2112,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-08-1979 08:00,699.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,699.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2113,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,20-08-1979 08:00,229.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,229.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2114,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-09-1979 08:00,457.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,457.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2115,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-09-1979 08:00,457.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,457.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2116,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-10-1979 08:00,503.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,503.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2117,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-10-1979 08:00,559.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2118,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,02-11-1979 08:00,629.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2119,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-11-1979 08:00,629.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2120,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,03-12-1979 08:00,671.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,671.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2121,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-12-1979 08:00,621.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,621.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2122,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-01-1980 08:00,740.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,740.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2123,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,16-01-1980 08:00,613.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,613.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2124,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-02-1980 08:00,629.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2125,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-02-1980 08:00,599.0,Green,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,599.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2126,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-03-1980 08:00,592.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,592.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2127,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,21-03-1980 08:00,552.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,552.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2128,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-04-1980 08:00,559.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,559.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2129,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-04-1980 08:00,621.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,621.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2130,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-05-1980 08:00,629.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,629.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2131,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-05-1980 08:00,719.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,719.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2132,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,02-06-1980 08:00,786.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,786.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2133,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-06-1980 08:00,614.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,614.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2134,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-07-1980 08:00,798.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,798.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2135,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-07-1980 08:00,201.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,201.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2136,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-08-1980 08:00,144.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,144.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2137,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-08-1980 08:00,129.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,129.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2138,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-09-1980 08:00,210.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,210.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2139,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-09-1980 08:00,280.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,280.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2140,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-10-1980 08:00,265.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,265.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2141,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-10-1980 08:00,503.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,503.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2142,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-11-1980 08:00,519.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,519.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2143,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-11-1980 08:00,500.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,500.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2144,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-12-1980 08:00,600.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,600.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2145,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-12-1980 08:00,500.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,500.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2146,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,01-01-1981 08:00,770.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,770.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2147,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,15-01-1981 08:00,640.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,640.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2148,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,02-02-1981 08:00,690.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,690.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2149,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,16-02-1981 08:00,690.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,690.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
2150,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94,77.42,02-03-1981 08:00,560.0,Clear,odour free,,,,swq_manual_physical_parameters_cwc_ap_1961_2020.csv,,,,,560.0,,,,,,,,,,,,,,Insufficient_Data,Insufficient_Data,0,None,"DO, BOD, pH",Insufficient,None,0,,Unknown,Unknown
