slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,biochemical_oxygen_demand_mg_l,chemical_oxygen_demand_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
762,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,21-07-2022 08:30,0.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.6,,,,,,,,,0.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
763,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,01-08-2022 08:30,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
764,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,11-08-2022 08:30,0.59,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.59,,,,,,,,,0.59,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
765,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,22-08-2022 08:30,1.1,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.1,,,,,,,,,1.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
766,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,01-09-2022 08:00,0.5,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.5,,,,,,,,,0.5,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
767,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,12-09-2022 08:00,2.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,,,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
768,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,21-09-2022 08:00,1.1,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.1,,,,,,,,,1.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
769,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,03-10-2022 08:00,1.9,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.9,,,,,,,,,1.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
770,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,11-10-2022 08:00,0.9,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.9,,,,,,,,,0.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
771,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,21-10-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
772,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,10-11-2022 08:00,1.3,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.3,,,,,,,,,1.3,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
773,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,21-11-2022 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
774,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,01-12-2022 08:00,0.7,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.7,,,,,,,,,0.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
775,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,12-12-2022 08:00,1.7,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.7,,,,,,,,,1.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
776,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,21-12-2022 08:00,0.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.6,,,,,,,,,0.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
777,Munugodu,CWC,28,Andhra Pradesh,506,GUNTUR,KROSURU,-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.55472222,80.20638889,11-01-2023 08:30,0.7,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.7,,,,,,,,,0.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
778,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,05-01-2021 08:00,1.77,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.77,,,,,,,,,1.77,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
779,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,27-08-2021 08:00,2.84,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.84,,,,,,,,,2.84,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
780,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-09-2021 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
781,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-09-2021 08:00,2.01,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.01,,,,,,,,,2.01,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
782,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-09-2021 08:00,2.01,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.01,,,,,,,,,2.01,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
783,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-10-2021 08:00,1.81,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.81,,,,,,,,,1.81,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
784,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-10-2021 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
785,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-10-2021 08:00,2.41,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.41,,,,,,,,,2.41,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
786,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-11-2021 08:00,2.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.19,,,,,,,,,2.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
787,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,13-11-2021 08:00,2.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.19,,,,,,,,,2.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
788,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,22-11-2021 08:00,3.58,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.58,,,,,,,,,3.58,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.58 > 3),1,1.23,Low Risk,Low
789,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-12-2021 08:00,1.77,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.77,,,,,,,,,1.77,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
790,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-12-2021 08:00,1.38,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.38,,,,,,,,,1.38,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
791,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-12-2021 08:00,1.18,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.18,,,,,,,,,1.18,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
792,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-01-2022 08:00,2.98,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.98,,,,,,,,,2.98,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
793,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-01-2022 08:00,1.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.19,,,,,,,,,1.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
794,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-01-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
795,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-02-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
796,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-02-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
797,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-02-2022 08:00,1.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,,,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
798,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-04-2022 08:00,2.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,,,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
799,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,07-07-2022 08:00,1.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,,,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
800,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-07-2022 08:00,3.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.4,,,,,,,,,3.4,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.4 > 3),1,0.85,Low Risk,Low
801,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-07-2022 08:00,3.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.6,,,,,,,,,3.6,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.6 > 3),1,1.28,Low Risk,Low
802,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-08-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
803,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-08-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
804,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,22-08-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
805,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-09-2022 08:00,2.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,,,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
806,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,12-09-2022 08:00,2.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,,,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
807,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-09-2022 08:00,2.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,,,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
808,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-10-2022 08:00,2.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,,,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
809,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-10-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
810,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-10-2022 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
811,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-11-2022 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
812,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-11-2022 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
813,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-12-2022 08:00,2.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,,,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
814,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-01-2023 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
815,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-01-2023 08:00,2.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,,,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
816,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-02-2023 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
817,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-02-2023 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
818,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-02-2023 08:00,2.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,,,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
819,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-03-2023 08:00,2.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,,,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
