stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,use_of_water_in_down_stream,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,remark,latitude,longitude,source_file,dissolved_oxygen,nitrate,station_name,river_name,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
2794,09-09-2025,Sep,12:20:00,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,6.9,7.5,260.0,3.6,0.43,14,130.0,,1(BDL),5(BDL),80,32.49,12.0,3.36,1.97,82.0,58.0,24.0,14.69,16.45,221.0,181.0,24,0.2(BDL),0.5(BDL),1.65,0.2(BDL),,19° 14.723,72° 59.856,NWMP_September2025_MPCB_0.csv,6.9,0.43,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (3.6 > 3),1,0.51,Low Risk,High
2795,09-09-2025,Sep,12:00:00,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,30.0,6.8,7.6,172.0,4.0,0.46,22,79.0,,1(BDL),5(BDL),66,19.49,16.0,3.36,1.94,70.0,42.0,28.0,8.58,12.22,146.0,120.0,16,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 17.229,72° 56.310,NWMP_September2025_MPCB_0.csv,6.8,0.46,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (4.0 > 3),1,0.85,Low Risk,High
1316,09-03-2025,Sep,12:30:00,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Creek,Bassein ,Bassein ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,4.1,7.0,1116.0,8.0,0.72,240,920.0,,1.15,5(BDL),100,269.92,56.0,2.24,0.4,168.0,64.0,104.0,71.26,124.02,949.0,778.0,38,0.2(BDL),0.5(BDL),5.3,0.2(BDL),,19° 18,72° 46,NWMP_September2025_MPCB_0.csv,4.1,0.72,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.1 < 5); BOD (8.0 > 3),2,11.46,Low Risk,High
2696,09-03-2025,Sep,10:30:00,"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Dam,Pehlar,Pehlar ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7,7.5,116.0,2.8,0.43,1.8(BDL),22.0,1.8(BDL),1(BDL),BDL,46,11.5,24.0,1.5(BDL),0.4,50.0,30.0,20.0,7.67,5.78,99.0,82.0,BDL,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 26.601,72° 53.374,NWMP_September2025_MPCB_0.csv,7.0,0.43,"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Dam,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2796,09-03-2025,Sep,10:00:00,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,5.9,7.3,202.0,6.0,0.44,110,540.0,,1(BDL),5(BDL),66,22.99,36.0,3.36,2.62,76.0,50.0,26.0,11.3,11.29,172.0,141.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 17.225,72° 54.337,NWMP_September2025_MPCB_0.csv,5.9,0.44,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (6.0 > 3),1,2.55,Low Risk,High
2797,09-03-2025,Sep,13:55:00,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Creek,Bhayander ,Bhayander ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,29.0,5.8,7.4,1242.0,8.0,0.79,140,540.0,,1.82,5(BDL),100,335.9,56.0,1.5(BDL),0.4,182.0,68.0,114.0,67.22,157.78,1056.0,866.0,34,0.2(BDL),0.5(BDL),5.68,0.2(BDL),,19° 19.042,72° 51.409,NWMP_September2025_MPCB_0.csv,5.8,0.79,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (8.0 > 3),1,4.26,Low Risk,High
2805,09-03-2025,Sep,11:20:00,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Sea,Arnala ,Arnala ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,4.5,7.4,1393.0,10.0,1.26,170,920.0,,1.43,5(BDL),96,377.88,92.0,2.24,0.4,202.0,82.0,120.0,74.98,156.34,1184.0,971.0,48,0.2(BDL),0.5(BDL),5.77,0.2(BDL),,19° 26.951,72° 44.950,NWMP_September2025_MPCB_0.csv,4.5,1.26,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.5 < 5); BOD (10.0 > 3),2,9.96,Low Risk,High
2806,09-03-2025,Sep,14:35:00,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Sea,Uttan ,Uttan ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,29.0,5,7.5,1359.0,10.0,1.2,210,1600.0,,1.23,5(BDL),100,357.89,84.0,2.24,0.4,202.0,78.0,124.0,56.62,162.44,1155.0,947.0,46,0.2(BDL),0.5(BDL),6.26,0.2(BDL),,19° 16.822,72° 47.007,NWMP_September2025_MPCB_0.csv,5.0,1.2,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (10.0 > 3),1,5.96,Low Risk,High
2798,09-09-2025,Sep,02:05:00,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Creek,Kharekuran Murbe ,Kharekuran Murbe ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.2,8.1,23900.0,13.0,0.73,94,430.0,,1(BDL),5(BDL),110,10446.76,204.0,2.24,0.4,3140.0,580.0,2560.0,1501.5,4410,20315.0,16658.0,59,0.2(BDL),0.5(BDL),182.1,0.46,,19° 44.446,72° 42.604,NWMP_September2025_MPCB_0.csv,4.2,0.73,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.2 < 5); BOD (13.0 > 3),2,14.91,Low Risk,High
2799,09-09-2025,Sep,04:10:00,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Creek,Dandi ,Dandi ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.4,8.2,28510.0,13.0,1.54,170,540.0,,1(BDL),5(BDL),114,12096.25,212.0,2.24,0.4,3780.0,660.0,3120.0,1476,5736,24234.0,19871.0,62,0.2(BDL),0.5(BDL),190.6,0.58,,19° 48.041,72° 41.255,NWMP_September2025_MPCB_0.csv,4.4,1.54,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (13.0 > 3),2,13.31,Low Risk,High
2800,09-09-2025,Sep,03:00:00,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Creek,Sarwali ,Sarwali ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4.8,7.8,617.0,7.0,3.5,170,430.0,,1(BDL),5(BDL),178,85.97,84.0,5.6,0.4,218.0,138.0,80.0,20.58,38,525.0,431.0,10(BDL),0.2(BDL),0.5(BDL),3.15,1.34,,19° 46.201,72° 45.091,NWMP_September2025_MPCB_0.csv,4.8,3.5,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.8 < 5); BOD (7.0 > 3),2,5.0,Low Risk,High
2807,09-09-2025,Sep,03:20:00,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Sea,Navapur ,Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Brown,,0.0,26.0,4.9,8.1,22050.0,12.0,3.6,70,540.0,,1.21,5(BDL),132,9547.04,236.0,5.6,0.4,3220.0,560.0,2660.0,1789,3905.5,19743.0,16369.0,44,0.2(BDL),0.5(BDL),119.36,0.51,,19° 47.568,72° 41.437,NWMP_September2025_MPCB_0.csv,4.9,3.6,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Sea,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.9 < 5); BOD (12.0 > 3),2,8.46,Low Risk,High
2785,09-09-2025,Sep,03:45:00,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",Nala,BPT Navapur ,BPT Navapur ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Reddish Brown,,,26.0,1,7.5,2279.0,34.0,5.26,39,430.0,,1.57,5(BDL),156,342.39,120.0,14.56,4.25,206.0,158.0,48.0,1445,194.52,2215.0,1949.0,32,0.2(BDL),0.5(BDL),15.07,0.23,,19° 47.215,72° 41.404,NWMP_September2025_MPCB_0.csv,1.0,5.26,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (1.0 < 5); BOD (34.0 > 3),2,58.38,High Risk,High
2786,09-09-2025,Sep,04:30:00,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Light Pink,,0.0,26.0,0.3(BDL),7.6,2095.0,50.0,9.7,130,240.0,,2.32,5(BDL),256,404.87,192.0,11.2,0.4,648.0,412.0,236.0,116.48,189,1781.0,1460.0,30,0.2(BDL),0.5(BDL),21.8,2.83,,19° 47.138,72° 44.412,NWMP_September2025_MPCB_0.csv,0.3,9.7,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (50.0 > 3),2,77.6,Severe Risk,High
2787,09-09-2025,Sep,04:45:00,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Grayish,,0.0,26.0,0.3(BDL),7.4,1393.0,50.0,1.63,94,220.0,,1(BDL),5(BDL),334,225.93,108.0,40.88,24.6,438.0,262.0,176.0,91.4,114.22,1184.0,971.0,22,0.2(BDL),0.5(BDL),12.54,0.32,,19° 48.336,72° 43.464,NWMP_September2025_MPCB_0.csv,0.3,1.63,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (50.0 > 3),2,77.6,Severe Risk,High
2788,09-09-2025,Sep,05:00:00,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,Tarapur MIDC Nalla,Tarapur MIDC Nalla,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,,Cloudy,Less than 50cm,Others,Yes,Brown,,0.0,26.0,0.3(BDL),7.4,2690.0,65.0,2.83,70,350.0,,2.11,5(BDL),320,461.86,236.0,25.76,13.84,488.0,316.0,172.0,493.2,232.65,2287.0,1875.0,35,0.2(BDL),0.53,23.3,0.71,,19° 46.933,72° 43.309,NWMP_September2025_MPCB_0.csv,0.3,2.83,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Nala,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (0.3 < 5); BOD (65.0 > 3),2,77.6,Severe Risk,High
2706,09-08-2025,Sep,09:45:00,"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.3,7.8,141.0,2.8,0.3(BDL),1.8(BDL),58.0,1.8(BDL),1(BDL),5(BDL),54,13,16.0,1.5(BDL),0.4,62.0,38.0,24.0,7.9,7.56,121.0,99.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 55.064,72° 03.463,NWMP_September2025_MPCB_0.csv,7.3,0.3(BDL),"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2707,09-08-2025,Sep,12:45:00,"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.1,8.0,118.0,3.0,0.3(BDL),1.8(BDL),84.0,1.8(BDL),1(BDL),5(BDL),42,11.5,12.0,1.5(BDL),0.4,42.0,24.0,18.0,5.31,6.5,100.0,82.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 47.134,72° 50.362,NWMP_September2025_MPCB_0.csv,7.1,0.3(BDL),"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2708,09-08-2025,Sep,13:50:00,"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,Surya ,Surya ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,7.2,7.7,141.0,2.8,0.3(BDL),1.8(BDL),38.0,1.8(BDL),1(BDL),5(BDL),48,13.5,20.0,1.5(BDL),0.4,50.0,32.0,18.0,8.7,6.88,120.0,98.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 41.862,72° 51.060,NWMP_September2025_MPCB_0.csv,7.2,0.3(BDL),"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2801,09-08-2025,Sep,11:25:00,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,Savta ,Savta ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.5,8.1,2196.0,9.0,0.31,220,920.0,,1(BDL),5(BDL),64,644.8,84.0,1.5(BDL),0.4,320.0,106.0,214.0,112.72,313.3,1867.0,1531.0,14,0.2(BDL),0.5(BDL),14.7,0.2(BDL),,19° 57.905,72° 46.792,NWMP_September2025_MPCB_0.csv,4.5,0.31,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.5 < 5); BOD (9.0 > 3),2,9.11,Low Risk,High
2802,09-08-2025,Sep,10:50:00,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,Dahanu ,Dahanu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,,0.0,26.0,4.4,8.3,2406.0,8.0,0.31,280,920.0,,1(BDL),5(BDL),124,539.83,76.0,1.5(BDL),0.4,354.0,116.0,238.0,112.4,265.7,2045.0,1677.0,16,0.2(BDL),0.5(BDL),20.1,0.2(BDL),,19° 58.312,72° 43.132,NWMP_September2025_MPCB_0.csv,4.4,0.31,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,DO (4.4 < 5); BOD (8.0 > 3),2,9.06,Low Risk,High
1092,09-01-2025,Sep,14:06:00,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,Kalu ,Kalu ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,5.0,27.0,7.2,7.8,125.0,3.0,0.32,11,350.0,1.8(BDL),1(BDL),5(BDL),60,7,16.0,1.5(BDL),0.4,56.0,34.0,22.0,5(BDL),5(BDL),107.0,88.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 27,73° 10,NWMP_September2025_MPCB_0.csv,7.2,0.32,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2791,09-01-2025,Sep,13:07:00,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,5.0,27.0,5.2,7.4,226.0,8.0,2.32,170,920.0,,1(BDL),5(BDL),90,17.49,36.0,4.48,2.32,86.0,50.0,36.0,8.9,8.7,192.0,158.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 15.71,73° 07.043,NWMP_September2025_MPCB_0.csv,5.2,2.32,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Creek,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (8.0 > 3),1,4.26,Low Risk,High
1093,09-03-2025,Sep,09:00:00,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,28.0,7.1,7.6,158.0,3.4,0.32,4,130.0,1.8(BDL),1(BDL),5(BDL),68,7.5,16.0,1.5(BDL),0.4,70.0,38.0,32.0,6.23,5(BDL),134.0,110.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 15,73° 15,NWMP_September2025_MPCB_0.csv,7.1,0.32,"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",River,,,Non-Compliant,Non-Compliant,3,"DO, BOD, pH",None,High,BOD (3.4 > 3),1,0.34,Low Risk,High
2162,09-03-2025,Sep,14:00:00,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Greater than 100cm,Others,No,Clear,Odor Free,0.0,28.0,7.4,7.7,150.0,2.8,0.36,1.8(BDL),79.0,1.8(BDL),1(BDL),5(BDL),68,8.5,28.0,1.5(BDL),0.4,64.0,38.0,26.0,5.36,5(BDL),128.0,105.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19°12.012,73°13.612,NWMP_September2025_MPCB_0.csv,7.4,0.36,"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
1094,09-03-2025,Sep,13:00:00,"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",River,Ulhas ,Ulhas ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Greater than 100cm,Others,Yes,Clear,Odor Free,0.0,28.0,6.8,7.6,149.0,2.8,0.35,1.8(BDL),84.0,1.8(BDL),1(BDL),5(BDL),64,8.5,16.0,1.5(BDL),0.4,68.0,38.0,30.0,5(BDL),5(BDL),127.0,104.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19°08.969,73°15.205 ,NWMP_September2025_MPCB_0.csv,6.8,0.35,"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2653,09-10-2025,Sep,11:00:00,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,50-100cm,Others,No,Clear,Odor Free,0.0,26.0,7.4,7.9,159.0,3.0,0.31,94,540.0,1.8(BDL),1(BDL),5(BDL),76,10,12.0,1.5(BDL),0.4,72.0,40.0,32.0,5(BDL),5.27,135.0,111.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 26.874,73° 20.964,NWMP_September2025_MPCB_0.csv,7.4,0.31,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2654,09-10-2025,Sep,11:30:00,"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,Bhatsa river,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,50-100cm,Others,No,Clear,Odor Free,0.0,26.0,7.4,7.9,158.0,2.8,0.3(BDL),94,430.0,1.8(BDL),1(BDL),5(BDL),78,9,20.0,1.5(BDL),0.4,70.0,40.0,30.0,5(BDL),5(BDL),134.0,110.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 27.011,73° 21.270,NWMP_September2025_MPCB_0.csv,7.4,0.3(BDL),"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
2709,09-10-2025,Sep,14:00:00,"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",River,Tansa ,Tansa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,50-100cm,Others,No,Clear,Odor Free,0.0,27.0,7.2,7.8,159.0,3.0,0.32,6,110.0,1.8(BDL),1(BDL),5(BDL),78,10,12.0,1.5(BDL),0.4,74.0,40.0,34.0,5(BDL),5.45,135.0,111.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,19° 29.111,73° 04.944,NWMP_September2025_MPCB_0.csv,7.2,0.32,"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",River,,,Compliant_Based_On_Available_Parameters,Compliant,3,"DO, BOD, pH",None,High,None,0,0.0,Low Risk,High
