station_name,river_name,state,district,month,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,top_5_model_drivers,rule_based_explanation,final_human_readable_explanation
"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,,Nagpur,Aug,Non-Compliant,1.0,34.18,Moderate Risk,DO (1.6 < 5); BOD (11.2 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 1.60 mg/L (below 5); BOD is 11.20 mg/L (above 3). Risk category: Moderate Risk.,"Station Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur is predicted Non-Compliant. Non-compliant because DO is 1.60 mg/L (below 5); BOD is 11.20 mg/L (above 3). Risk category: Moderate Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,,Bhandara,Aug,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara. is predicted Non-Compliant. Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,,Bhandara,Aug,Non-Compliant,1.0,0.43,Low Risk,BOD (3.5 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara. is predicted Non-Compliant. Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,,Bhandara,Aug,Non-Compliant,1.0,1.28,Low Risk,BOD (4.5 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara is predicted Non-Compliant. Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Gosekhurd,,Bhandara,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,,Chandrapur,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",Wardha,,Chandrapur,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Aug,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,"Station Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,,Chandrapur,Aug,Non-Compliant,1.0,1.28,Low Risk,BOD (4.5 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,,Chandrapur,Aug,Non-Compliant,1.0,1.62,Low Risk,BOD (4.9 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.90 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 4.90 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",Penganga,,Chandrapur,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",Penganga,,Chandrapur,Aug,Non-Compliant,1.0,0.6,Low Risk,BOD (3.7 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk.,"Station Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal. is predicted Non-Compliant. Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Aug,Non-Compliant,1.0,0.6,Low Risk,BOD (3.7 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk.,"Station Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Aug,Non-Compliant,1.0,0.43,Low Risk,BOD (3.5 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.,"Station Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Aug,Non-Compliant,1.0,0.26,Low Risk,BOD (3.3 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.30 mg/L (above 3). Risk category: Low Risk.,"Station Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur. is predicted Non-Compliant. Non-compliant because BOD is 3.30 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,6.79,Low Risk,DO (4.3 < 5); BOD (4.4 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.30 mg/L (below 5); BOD is 4.40 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 4.30 mg/L (below 5); BOD is 4.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,10.55,Low Risk,DO (4.0 < 5); BOD (6.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.00 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 4.00 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,10.29,Low Risk,DO (4.1 < 5); BOD (6.2 > 3); pH (8.6 not in 6.5-8.5),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.10 mg/L (below 5); BOD is 6.20 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,"Station Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 4.10 mg/L (below 5); BOD is 6.20 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Aug,Compliant,0.0,2.18,Low Risk,pH (9.1 not in 6.5-8.5),High,"['ph', 'bod', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because pH is 9.10 (outside 6.5-8.5). Risk category: Low Risk.,"Station Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik. is predicted Compliant. Non-compliant because pH is 9.10 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: ph, bod, dissolved_oxygen, temperature, conductivity."
"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,,Nashik,Aug,Non-Compliant,1.0,20.94,Low Risk,DO (3.0 < 5); BOD (8.8 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 3.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk.,"Station Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 3.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,3.13,Low Risk,DO (4.8 < 5); BOD (4.8 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.80 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 4.80 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,6.37,Low Risk,DO (4.8 < 5); BOD (8.6 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.80 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 4.80 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",Godavari,,Nashik,Aug,Non-Compliant,1.0,4.1,Low Risk,BOD (4.4 > 3); pH (9.3 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 4.40 mg/L (above 3); pH is 9.30 (outside 6.5-8.5). Risk category: Low Risk.,"Station Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik. is predicted Non-Compliant. Non-compliant because BOD is 4.40 mg/L (above 3); pH is 9.30 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",Darna,,Nashik,Aug,Non-Compliant,1.0,4.44,Low Risk,DO (4.7 < 5); BOD (5.4 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.70 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,"Station Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 4.70 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",Darna,,Nashik,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik. is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",Darna,,Nashik,Aug,Non-Compliant,1.0,1.53,Low Risk,BOD (4.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,"Station Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",Darna,,Nashik,Aug,Non-Compliant,1.0,1.53,Low Risk,BOD (4.8 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,"Station Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik. is predicted Non-Compliant. Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",Darna,,Nashik,Aug,Non-Compliant,1.0,5.41,Low Risk,DO (4.6 < 5); BOD (5.6 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.60 mg/L (below 5); BOD is 5.60 mg/L (above 3). Risk category: Low Risk.,"Station Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik. is predicted Non-Compliant. Non-compliant because DO is 4.60 mg/L (below 5); BOD is 5.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",Tapi,,Jalgaon,Aug,Non-Compliant,1.0,4.24,Low Risk,DO (4.6 < 5); BOD (3.8 > 3); pH (8.6 not in 6.5-8.5),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.60 mg/L (below 5); BOD is 3.80 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,"Station Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon. is predicted Non-Compliant. Non-compliant because DO is 4.60 mg/L (below 5); BOD is 3.80 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",Tapi,,Jalgaon,Aug,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,"Station Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",Waghur,,Jalgaon,Aug,Non-Compliant,1.0,1.24,Low Risk,BOD (3.6 > 3); pH (8.7 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 3.60 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.,"Station Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon. is predicted Non-Compliant. Non-compliant because BOD is 3.60 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",Girna,,Jalgaon,Aug,Non-Compliant,1.0,1.92,Low Risk,BOD (4.4 > 3); pH (8.7 not in 6.5-8.5),High,"['bod', 'ph', 'dissolved_oxygen', 'temperature', 'conductivity']",Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.,"Station Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon. is predicted Non-Compliant. Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk. Top model drivers: bod, ph, dissolved_oxygen, temperature, conductivity."
"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",Tapi,,Dhule,Aug,Non-Compliant,1.0,8.95,Low Risk,DO (4.2 < 5); BOD (6.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.20 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk.,"Station Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar. is predicted Non-Compliant. Non-compliant because DO is 4.20 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",Gomai,,Dhule,Aug,Non-Compliant,1.0,12.94,Low Risk,DO (4.0 < 5); BOD (8.8 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk.,"Station Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule. is predicted Non-Compliant. Non-compliant because DO is 4.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",Kan,,Dhule,Aug,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,"Station Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule. is predicted Non-Compliant. Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",Panzara,,Dhule,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",Rangavali,,Dhule,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",Nira,,Pune,Aug,Non-Compliant,1.0,6.72,Low Risk,DO (4.5 < 5); BOD (6.2 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.50 mg/L (below 5); BOD is 6.20 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 4.50 mg/L (below 5); BOD is 6.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",Mutha,,Pune,Aug,Non-Compliant,1.0,41.23,Moderate Risk,DO (2.4 < 5); BOD (27.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 2.40 mg/L (below 5); BOD is 27.00 mg/L (above 3). Risk category: Moderate Risk.,"Station Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune. is predicted Non-Compliant. Non-compliant because DO is 2.40 mg/L (below 5); BOD is 27.00 mg/L (above 3). Risk category: Moderate Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
