station_name,river_name,state,district,month,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,top_5_model_drivers,rule_based_explanation,final_human_readable_explanation
"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,,Nashik,Sep,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik. is predicted Non-Compliant. Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Sep,Non-Compliant,1.0,2.04,Low Risk,BOD (5.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,"Station Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv",Godavari,,Latur,Aug,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,"Station Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv is predicted Non-Compliant. Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,,Nagpur,Sep,Non-Compliant,1.0,69.94,High Risk,DO (0.3 < 5); BOD (41.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 0.30 mg/L (below 5); BOD is 41.00 mg/L (above 3). Risk category: High Risk.,"Station Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur is predicted Non-Compliant. Non-compliant because DO is 0.30 mg/L (below 5); BOD is 41.00 mg/L (above 3). Risk category: High Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",Chandrabhaga,,Solapur,Sep,Non-Compliant,1.0,2.04,Low Risk,BOD (5.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,"Station Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur. is predicted Non-Compliant. Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",Nira,,Satara,Aug,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara. is predicted Non-Compliant. Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",Mutha,,Pune,Jul,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,,Bhandara,Aug,Non-Compliant,1.0,1.28,Low Risk,BOD (4.5 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.,"Station Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara is predicted Non-Compliant. Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",Bhatsa,,Thane,Sep,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Thane,,Mumbai,Jul,Non-Compliant,1.0,17.36,Low Risk,DO (4.0 < 5); BOD (14.0 > 3),High,"['dissolved_oxygen', 'bod', 'ph', 'temperature', 'conductivity']",Non-compliant because DO is 4.00 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,"Station Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai. is predicted Non-Compliant. Non-compliant because DO is 4.00 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk. Top model drivers: dissolved_oxygen, bod, ph, temperature, conductivity."
"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",Nira,,Pune,Sep,Non-Compliant,1.0,3.74,Low Risk,BOD (7.4 > 3),High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk.,"Station Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune. is predicted Non-Compliant. Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
